label,message
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8917772977 or +91-632 immediately.
spam,Congratulations! You have won Rs. 896 in the international lottery. Claim your reward now: http://claim-prize4163679.xyz/bonus
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,Can you send the lecture notes from yesterday?
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-7081066858 now.
ham,Let's meet at the library around Kavita PM to finish the group project.
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9810438190 immediately."
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7893708719 to claim your prize cheque."
spam,FINAL WARNING: Your email account will be permanently deactivated within 24 hours. Click to reactivate: https://mail-security-desk595.net/verify
spam,Security Alert! Unauthorized login attempt detected from IP 13. Confirm your password here: http://5540447/account/update
ham,"Please call me at +91-Amit immediately, need some help."
ham,"Dear customer, cash withdrawal of Rs. 1068 from ATM at 384647 was successful. - ICICI Bank"
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update255.com/login.php
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-8221875281 to claim your prize cheque."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler918.top/invest
ham,"Dear Vikram, your monthly bank statement for account ending in 1 is ready for viewing in your portal."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update871.com/login.php
ham,Your OTP for online transaction of Rs. 6596 at Amazon is 341621. Valid for 10 mins. Do not share OTP with anyone. - HDFC Bank
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-9787943876 or +91-222 immediately.
spam,"Credit card limit increased to Rs. 5,00,000 without income proof! Claim your pre-approved card now: http://card-upgrade9657960865.xyz or WhatsApp +91-795."
ham,"Hey Vikram, I have reached the restaurant. Let me know when you arrive."
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler375.top/invest
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-9043892276 immediately."
ham,Your flight booking reference Priya from Mumbai to Delhi is confirmed for departure at 11.
ham,Read this article when free: https://wikipedia.org/wiki/TopicRohan
ham,Can you transfer money for movie tickets? My UPI is not working.
ham,Please submit your semester assignment before Friday 5:00 PM on the university portal.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8865227821 or +91-548 immediately.
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8177838595 or +91-157 immediately.
ham,"Bhai, call me at +91-Sneha as soon as possible."
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 2524 PM at City Clinic.
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update833.com/login.php
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify183.com/login
spam,Security Alert! Unauthorized login attempt detected from IP 101. Confirm your password here: http://8023347/account/update
ham,Can you share Amit's contact number with me?
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update7247041565 or call +91-597."
ham,"Bhai, call me at +91-Sneha as soon as possible."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8780413944 or +91-402 immediately.
ham,Your package with tracking #4550 will be delivered today by courier. Contact delivery associate at +91 98753942 to coordinate.
ham,Your monthly mobile postpaid bill of Rs. 13441 is due on 432022. Pay via Airtel Thanks App to avoid late charges.
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9717954169 now.
spam,"Congratulations! Your mobile number has won Rs. 25,00,000 in KBC All India Lucky Draw. Call executive at +91-7784827311 to claim your prize cheque."
ham,"Congratulations on getting the job offer, so proud of you!"
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-9476846676 now.
ham,"Bhai, call me at +91-Sameer as soon as possible."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme395.biz/register
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler616.top/invest
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8557307226 or call +91-576."
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9338533436 or call +91-981."
spam,Congratulations! You have won Rs. 494 in the international lottery. Claim your reward now: http://claim-prize8284742.xyz/bonus
ham,Are you awake? Give me a quick ring when you see this.
ham,Here are the notes and action items from yesterday's discussion with the client.
ham,"Please call me at +91-Rahul immediately, need some help."
ham,"Hi Kavita, can we reschedule our meeting to tomorrow at 10 PM? Thanks."
spam,You have 1 new unread secure message from Payroll Department. Access document: https://payroll-update643.com/login.php
ham,Reminder: Your doctor appointment is scheduled for tomorrow at 13012 PM at City Clinic.
ham,Your monthly mobile postpaid bill of Rs. 8091 is due on 946857. Pay via Airtel Thanks App to avoid late charges.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update9918084324 or call +91-546."
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store770.xyz/shop
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8092099001 or +91-592 immediately.
ham,"Hi Sneha, can we reschedule our meeting to tomorrow at 10 PM? Thanks."
spam,Part-time job offer: Earn Rs. 2000 to Rs. 6000 daily from home by simply liking YouTube videos! Contact on WhatsApp +1 (555) 349-8144370506 now.
ham,Your appointment with Dr. Sharma has been booked for tomorrow at 4:30 PM.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-9376392573 to disburse funds."
ham,"Hi all, please note the office will remain closed on Monday on account of public holiday."
ham,"Dear customer, cash withdrawal of Rs. 11008 from ATM at 510101 was successful. - ICICI Bank"
ham,Your package with tracking #11900 will be delivered today by courier. Contact delivery associate at +91 98789182 to coordinate.
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"Dear Kavita, your monthly bank statement for account ending in 12 is ready for viewing in your portal."
spam,Your parcel delivery has failed due to missing street address. Update your address within 12 hours: http://courier-address-fix7094293959.top or call driver +91-602.
spam,URGENT: Your bank account has been temporarily locked due to suspicious activity. Verify immediately: https://secure-bank-verify752.com/login
ham,Let's meet at the library around Soham PM to finish the group project.
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8326805902 or call +91-763."
spam,Earn $5000 weekly working from home with no experience needed! Sign up today: http://quick-cash-scheme599.biz/register
ham,"Hi Rohan, let's catch up for lunch today around 1:00 PM if you're free."
ham,"Good morning, here is the updated presentation deck for our team demonstration."
ham,Sent you Rs. Soham on PhonePe for yesterday's dinner bill.
spam,"Dear customer, your loan of Rs. 3,50,000 is approved at 2% interest rate. No CIBIL score required. Call loan officer at +91-8769821487 to disburse funds."
spam,URGENT: Your SIM card KYC is incomplete. Your outgoing calls will be stopped in 24 hrs. Call customer care helpline at 1800-8925345676 or +91-276 immediately.
spam,Security Alert! Unauthorized login attempt detected from IP 983. Confirm your password here: http://3498350/account/update
spam,Crypto Alert: Deposit 0.1 BTC and receive 1.0 BTC within 24 hours guaranteed! Join: http://crypto-doubler637.top/invest
spam,Exclusive Offer: 90% discount on luxury watches and electronics. Limited stock available: http://discount-store186.xyz/shop
spam,"Dear consumer, your electricity power will be disconnected tonight at 9:30 PM because your previous month bill was not updated. Please call our electricity officer at +91-8543459079 immediately."
ham,Your order from Zomato is on its way. Delivery partner is moving towards your location.
ham,"Please pick up the phone, need to ask you something urgent."
ham,Check this GitHub repository for the code implementation: https://github.com/team-dev/repoRahul
spam,"Dear SBI user, your YONO account has been blocked due to unverified PAN card. Please update immediately: http://bit.ly/sbi-yono-update8169305283 or call +91-101."
